"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","data_dir","disguise_as","enable_thinking","max_prompt_tokens","max_tokens","method","metric.goal","metric.name","model","num_samples","output_dir","parameters.disguise_as.distribution","parameters.disguise_ass","parameters.method.distribution","parameters.methods","parameters.model.distribution","parameters.models","parameters.num_samples.distribution","parameters.num_samples","parameters.tensor_parallel_size.distribution","parameters.tensor_parallel_size","program","temperature","tensor_parallel_size","test","top_p","ALL CAPS","Blockquotes","Bullets","Code Formatting","Emojis","Exclamations","First-Person Pronouns","Greeting (Start)","Header/Title","Links","List","Long Sentences","Markdown","Math Symbols","Numbered Steps","Parentheses","Questions","Repetition","Sign-off (End)","Starts with List","average_disguised_response_token_length","average_distance_disguise_target","average_distance_source_target","diff_avg_embedding_distance","heuristic_avg_score","heuristic_avg_score_source_target","heuristic_diff","heuristic_diff_normalized","length_diff","source_target_ALL CAPS","source_target_Blockquotes","source_target_Bullets","source_target_Code Formatting","source_target_Emojis","source_target_Exclamations","source_target_First-Person Pronouns","source_target_Greeting (Start)","source_target_Header/Title","source_target_Links","source_target_List","source_target_Long Sentences","source_target_Markdown","source_target_Math Symbols","source_target_Numbered Steps","source_target_Parentheses","source_target_Questions","source_target_Repetition","source_target_Sign-off (End)","source_target_Starts with List"
"Qwen_Qwen2.5-VL-7B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500","","finished","-","","","2025-07-25T05:18:23.000Z","1014","bygpji94","disguising/model-responses/base_500_all_models","microsoft/Phi-4-mini-instruct","false","4096","8000","stylistic_clustering","","","Qwen/Qwen2.5-VL-7B-Instruct","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.81","1","0.83","0.982","0.998","0.82","0.802","0.986","0.946","0.994","0.728","0.688","0.746","0.76","0.9","0.722","0.918","0.91","0.998","0.96","265.448","0.6349689704187824","0.613648399437501","-0.017075343893169916","0.8749","0.8829","-0.008000000000000007","-0.009061048816400508","-0.22394226812087956","0.82","1","0.78","0.988","1","0.888","0.736","0.982","0.834","0.996","0.808","0.762","0.796","0.814","0.848","0.774","0.924","0.954","0.998","0.956"
"meta-llama_Llama-3.1-8B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500","","finished","-","","","2025-07-25T05:07:58.000Z","966","bygpji94","disguising/model-responses/base_500_all_models","microsoft/Phi-4-mini-instruct","false","4096","8000","stylistic_clustering","","","meta-llama/Llama-3.1-8B-Instruct","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.816","1","0.816","0.956","1","0.81","0.71","0.978","0.922","0.992","0.718","0.634","0.752","0.762","0.886","0.758","0.908","0.934","0.998","0.934","416.244","0.6532899913863518","0.6427532415054522","-0.008129937037200064","0.8642","0.8619000000000001","0.0022999999999998577","0.0026685230305138153","0.21854092672905823","0.788","1","0.728","0.98","1","0.802","0.67","0.98","0.93","0.994","0.75","0.79","0.752","0.806","0.854","0.744","0.836","0.946","0.998","0.89"
"microsoft_Phi-4-mini-instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500","","finished","-","","","2025-07-25T05:07:41.000Z","810","bygpji94","disguising/model-responses/base_500_all_models","microsoft/Phi-4-mini-instruct","false","4096","8000","stylistic_clustering","","","microsoft/Phi-4-mini-instruct","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.842","1","0.856","0.988","0.998","0.852","0.8","0.982","0.944","0.994","0.796","0.71","0.766","0.792","0.872","0.79","0.942","0.956","0.998","0.954","240.826","0.5626570622129632","0.0010067205345619995","-0.996427939614446","0.8916000000000001","1","-0.10839999999999994","-0.10839999999999994","-0.10133975735793306","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"mistralai_Mistral-7B-Instruct-v0.3_disguised-microsoft_Phi-4-mini-instruct_responses-500","","finished","-","","","2025-07-25T05:07:01.000Z","823","bygpji94","disguising/model-responses/base_500_all_models","microsoft/Phi-4-mini-instruct","false","4096","8000","stylistic_clustering","","","mistralai/Mistral-7B-Instruct-v0.3","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.786","1","0.836","0.976","0.998","0.816","0.712","0.978","0.93","0.992","0.734","0.714","0.644","0.732","0.614","0.698","0.922","0.944","0.998","0.954","289.564","0.6609894886430002","0.6344838102603756","-0.020460227474438736","0.8489000000000001","0.8655000000000002","-0.01660000000000006","-0.01917966493356448","0.10250028086251751","0.806","0.998","0.844","0.98","0.998","0.834","0.73","0.982","0.934","0.982","0.786","0.714","0.668","0.754","0.734","0.77","0.916","0.95","0.994","0.936"
"OpenGVLab_InternVL3-8B_disguised-microsoft_Phi-4-mini-instruct_responses-500","","finished","-","","","2025-07-25T05:06:24.000Z","1032","bygpji94","disguising/model-responses/base_500_all_models","microsoft/Phi-4-mini-instruct","false","4096","8000","stylistic_clustering","","","OpenGVLab/InternVL3-8B","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.812","1","0.634","0.986","1","0.366","0.76","0.978","0.924","0.994","0.736","0.75","0.742","0.766","0.896","0.756","0.934","0.96","0.998","0.952","376.552","0.6129292576532656","0.5903265584889402","-0.018784616588675647","0.8472","0.8821999999999999","-0.03499999999999992","-0.03967354341419171","0.14228734409857086","0.828","1","0.772","0.982","0.998","0.806","0.788","0.98","0.796","0.99","0.782","0.812","0.784","0.822","0.89","0.786","0.936","0.95","0.986","0.956"
"Qwen_Qwen2.5-VL-7B-Instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500","","finished","-","","","2025-07-25T05:05:56.000Z","1094","bygpji94","disguising/model-responses/base_500_all_models","mistralai/Mistral-7B-Instruct-v0.3","false","4096","8000","stylistic_clustering","","","Qwen/Qwen2.5-VL-7B-Instruct","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.824","0.998","0.93","0.982","0.998","0.844","0.742","0.984","0.95","0.984","0.826","0.716","0.772","0.73","0.712","0.752","0.872","0.946","0.996","0.952","328.214","0.6307724469199625","0.6228131909764089","-0.006349192031993893","0.8755","0.8489999999999999","0.02650000000000008","0.031213191990577246","0.009546585625181984","0.818","0.998","0.756","0.98","0.998","0.854","0.726","0.988","0.808","0.982","0.706","0.74","0.624","0.744","0.69","0.744","0.92","0.96","0.996","0.948"
"meta-llama_Llama-3.1-8B-Instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500","","finished","-","","","2025-07-25T05:05:13.000Z","843","bygpji94","disguising/model-responses/base_500_all_models","mistralai/Mistral-7B-Instruct-v0.3","false","4096","8000","stylistic_clustering","","","meta-llama/Llama-3.1-8B-Instruct","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.818","0.998","0.872","0.976","0.998","0.796","0.68","0.982","0.93","0.982","0.732","0.64","0.662","0.736","0.7","0.75","0.888","0.96","0.996","0.906","369.898","0.657542847863386","0.6508465628506063","-0.005117960263164742","0.8501","0.8371999999999999","0.012900000000000024","0.01540850453893935","0.19384635406425105","0.81","0.998","0.768","0.968","0.998","0.776","0.676","0.982","0.956","0.98","0.684","0.744","0.552","0.756","0.684","0.706","0.852","0.968","0.996","0.89"
"microsoft_Phi-4-mini-instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500","","finished","-","","","2025-07-25T05:04:50.000Z","803","bygpji94","disguising/model-responses/base_500_all_models","mistralai/Mistral-7B-Instruct-v0.3","false","4096","8000","stylistic_clustering","","","microsoft/Phi-4-mini-instruct","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.782","0.998","0.938","0.976","0.996","0.85","0.69","0.988","0.97","0.988","0.802","0.682","0.822","0.724","0.75","0.742","0.948","0.95","0.994","0.744","258.744","0.6764380658212351","0.6344862783775845","-0.0320016846351951","0.8667","0.8655000000000002","0.0011999999999998678","0.00138648180242619","-0.15668046716606004","0.806","0.998","0.844","0.98","0.998","0.834","0.73","0.982","0.934","0.982","0.786","0.714","0.668","0.754","0.734","0.77","0.916","0.95","0.994","0.936"
"mistralai_Mistral-7B-Instruct-v0.3_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500","","finished","-","","","2025-07-25T04:51:45.000Z","906","bygpji94","disguising/model-responses/base_500_all_models","mistralai/Mistral-7B-Instruct-v0.3","false","4096","8000","stylistic_clustering","","","mistralai/Mistral-7B-Instruct-v0.3","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.822","0.998","0.948","0.986","0.998","0.84","0.732","0.988","0.976","0.986","0.85","0.694","0.88","0.748","0.828","0.732","0.956","0.986","0.994","0.928","257.392","0.5898804122213522","0.0008339070296115054","-0.9971766148121518","0.8935000000000001","1","-0.10649999999999991","-0.10649999999999991","0.01067833289838296","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"OpenGVLab_InternVL3-8B_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500","","finished","-","","","2025-07-25T04:51:43.000Z","872","bygpji94","disguising/model-responses/base_500_all_models","mistralai/Mistral-7B-Instruct-v0.3","false","4096","8000","stylistic_clustering","","","OpenGVLab/InternVL3-8B","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.87","0.998","0.796","0.982","0.994","0.826","0.768","0.99","0.862","0.978","0.724","0.73","0.608","0.734","0.696","0.776","0.91","0.984","0.994","0.936","389.29","0.6135854449677618","0.6241552369616556","0.008539585187922746","0.8578000000000001","0.8351000000000001","0.022700000000000053","0.02718237336845893","0.2695012267027408","0.838","0.998","0.7","0.974","1","0.82","0.75","0.994","0.778","0.984","0.664","0.706","0.528","0.724","0.688","0.732","0.92","0.976","0.988","0.94"
"Qwen_Qwen2.5-VL-7B-Instruct_disguised-OpenGVLab_InternVL3-8B_responses-500","","finished","-","","","2025-07-25T04:51:41.000Z","970","bygpji94","disguising/model-responses/base_500_all_models","OpenGVLab/InternVL3-8B","false","4096","8000","stylistic_clustering","","","Qwen/Qwen2.5-VL-7B-Instruct","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.804","1","0.686","0.98","0.996","0.788","0.762","0.992","0.786","0.992","0.738","0.72","0.776","0.8","0.95","0.71","0.932","0.948","0.988","0.962","321.966","0.5927433103162125","0.5787933360594013","-0.011907416041972131","0.8655000000000002","0.8843","-0.018799999999999817","-0.021259753477326497","-0.31447597475205435","0.816","1","0.748","0.982","0.998","0.822","0.768","0.994","0.846","0.994","0.806","0.786","0.796","0.832","0.882","0.784","0.916","0.956","0.988","0.972"
"meta-llama_Llama-3.1-8B-Instruct_disguised-OpenGVLab_InternVL3-8B_responses-500","","finished","-","","","2025-07-25T04:51:39.000Z","954","bygpji94","disguising/model-responses/base_500_all_models","OpenGVLab/InternVL3-8B","false","4096","8000","stylistic_clustering","","","meta-llama/Llama-3.1-8B-Instruct","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.804","1","0.724","0.966","0.998","0.752","0.73","0.984","0.764","0.99","0.708","0.768","0.786","0.826","0.942","0.734","0.882","0.952","0.988","0.934","392.098","0.6318937555231657","0.6126657833277236","-0.015449620203140675","0.8615999999999999","0.8643000000000001","-0.0027000000000001467","-0.0031239153071851745","-0.07664655421263389","0.792","1","0.72","0.974","0.998","0.728","0.702","0.984","0.794","0.992","0.796","0.806","0.804","0.852","0.88","0.766","0.852","0.956","0.988","0.902"
"microsoft_Phi-4-mini-instruct_disguised-OpenGVLab_InternVL3-8B_responses-500","","finished","-","","","2025-07-25T04:51:37.000Z","853","bygpji94","disguising/model-responses/base_500_all_models","OpenGVLab/InternVL3-8B","false","4096","8000","stylistic_clustering","","","microsoft/Phi-4-mini-instruct","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.832","1","0.722","0.978","0.996","0.776","0.762","0.992","0.794","0.99","0.672","0.744","0.758","0.806","0.926","0.778","0.924","0.96","0.988","0.964","289.616","0.6063572696139198","0.590352833472801","-0.013373695183017117","0.8680999999999999","0.8821999999999999","-0.0141","-0.015982770346860128","-0.29812158749567663","0.828","1","0.772","0.982","0.998","0.806","0.788","0.98","0.796","0.99","0.782","0.812","0.784","0.822","0.89","0.786","0.936","0.95","0.986","0.956"
"mistralai_Mistral-7B-Instruct-v0.3_disguised-OpenGVLab_InternVL3-8B_responses-500","","finished","-","","","2025-07-25T04:51:34.000Z","811","bygpji94","disguising/model-responses/base_500_all_models","OpenGVLab/InternVL3-8B","false","4096","8000","stylistic_clustering","","","mistralai/Mistral-7B-Instruct-v0.3","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.794","0.998","0.68","0.964","0.996","0.77","0.676","0.994","0.768","0.988","0.618","0.652","0.662","0.748","0.938","0.708","0.914","0.97","0.988","0.96","260.108","0.6697779225719276","0.6241671446834373","-0.03524939276227317","0.8393","0.8351000000000001","0.0041999999999999815","0.005029337803855803","-0.2337453483341564","0.838","0.998","0.7","0.974","1","0.82","0.75","0.994","0.778","0.984","0.664","0.706","0.528","0.724","0.688","0.732","0.92","0.976","0.988","0.94"
"OpenGVLab_InternVL3-8B_disguised-OpenGVLab_InternVL3-8B_responses-500","","finished","-","","","2025-07-25T04:48:38.000Z","960","bygpji94","disguising/model-responses/base_500_all_models","OpenGVLab/InternVL3-8B","false","4096","8000","stylistic_clustering","","","OpenGVLab/InternVL3-8B","","disguising/model-responses/disguised","","","","","","","","","","","","0","1","false","0.95","0.846","1","0.76","0.984","0.996","0.75","0.802","0.988","0.8","0.984","0.808","0.836","0.826","0.87","0.958","0.79","0.898","0.976","0.988","0.972","361.984","0.5436662992873068","0.0005476544257105782","-0.9979873561786716","0.8916000000000001","1","-0.10839999999999994","-0.10839999999999994","-0.14738086051854937","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
