"Name","State","Notes","User","Tags","Created","Runtime","Sweep","compute_heuristics_only","input_file","method","output_dir","source_model","target_model","test","wandb_project","ALL CAPS","Blockquotes","Bullets","First-Person Pronouns","Code Formatting","Emojis","Exclamations","Greeting (Start)","Header/Title","Links","List","Long Sentences","Markdown","Math Symbols","Numbered Steps","Parentheses","Questions","Repetition","Sign-off (End)","Starts with List","heuristic_avg_score","heuristic_avg_score_source_target","heuristic_diff","heuristic_diff_normalized","length_diff","over_token_limit","parsing_errors","semantic_score","similarity_score_1_10","source_target_ALL CAPS","source_target_Blockquotes","source_target_Bullets","source_target_Code Formatting","source_target_Emojis","source_target_Exclamations","source_target_First-Person Pronouns","source_target_Greeting (Start)","source_target_Header/Title","source_target_Links","source_target_List","source_target_Long Sentences","source_target_Markdown","source_target_Math Symbols","source_target_Numbered Steps","source_target_Parentheses","source_target_Questions","source_target_Repetition","source_target_Sign-off (End)","source_target_Starts with List","stylistic_score"
"meta-llama_Llama-3.1-8B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500","finished","-","","updated","2025-05-16T08:47:36.000Z","196","","false","disguising/model-responses/disguised/stylistic_clustering_resample/meta-llama_Llama-3.1-8B-Instruct/temp0.7/meta-llama_Llama-3.1-8B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500.csv","stylistic_clustering_resample","disguising/scores","meta-llama/Llama-3.1-8B-Instruct","microsoft/Phi-4-mini-instruct","false","disguising-method-scoring","0.7761806981519507","1","0.8316221765913757","0.6796714579055442","0.9527720739219712","1","0.8706365503080082","0.9794661190965092","0.8747433264887063","0.9938398357289528","0.6735112936344969","0.6303901437371663","0.5995893223819302","0.6262833675564682","0.9117043121149896","0.6098562628336756","0.8788501026694046","0.9404517453798767","1","0.9322381930184804","0.8380903490759752","0.8383983572895278","-0.0003080082135525908","-0.0003673769287291494","0.5982774476289914","0","2","3.0144329896907216","6.121149897330596","0.7351129363449692","1","0.7823408624229979","0.942505133470226","1","0.813141683778234","0.6427104722792608","0.9794661190965092","0.9342915811088296","0.9917864476386036","0.6303901437371663","0.7905544147843943","0.6344969199178645","0.6632443531827515","0.8809034907597536","0.6735112936344969","0.839835728952772","0.944558521560575","1","0.8891170431211499","2.3030927835051545"
"meta-llama_Llama-3.1-8B-Instruct_disguised-OpenGVLab_InternVL3-8B_responses-500","finished","-","","updated","2025-05-16T08:47:19.000Z","246","","false","disguising/model-responses/disguised/stylistic_clustering/meta-llama_Llama-3.1-8B-Instruct/temp0.7/meta-llama_Llama-3.1-8B-Instruct_disguised-OpenGVLab_InternVL3-8B_responses-500.csv","stylistic_clustering","disguising/scores","meta-llama/Llama-3.1-8B-Instruct","OpenGVLab/InternVL3-8B","false","disguising-method-scoring","0.7831325301204819","1","0.7951807228915663","0.7329317269076305","0.9357429718875502","0.997991967871486","0.7951807228915663","0.9839357429718876","0.7088353413654619","0.9919678714859438","0.5441767068273092","0.7208835341365462","0.5421686746987951","0.608433734939759","0.9738955823293172","0.5742971887550201","0.891566265060241","0.9678714859437751","0.9899598393574296","0.9477911646586346","0.8242971887550201","0.8299196787148595","-0.005622489959839383","-0.006774739898378932","0.6002530460503978","2","2","3.0684104627766597","6.435483870967742","0.7389558232931727","1","0.7570281124497992","0.92570281124498","0.997991967871486","0.7570281124497992","0.6706827309236948","0.9839357429718876","0.8694779116465864","0.9919678714859438","0.570281124497992","0.8232931726907631","0.5903614457831325","0.6345381526104418","0.891566265060241","0.6847389558232931","0.8634538152610441","0.9558232931726908","0.9899598393574296","0.9016064257028112","2.233400402414487"
"Qwen_Qwen2.5-VL-7B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500","finished","-","","updated","2025-05-16T08:46:37.000Z","186","","false","disguising/model-responses/disguised/stylistic_clustering_resample/Qwen_Qwen2.5-VL-7B-Instruct/temp0.7/Qwen_Qwen2.5-VL-7B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500.csv","stylistic_clustering_resample","disguising/scores","Qwen/Qwen2.5-VL-7B-Instruct","microsoft/Phi-4-mini-instruct","false","disguising-method-scoring","0.8061224489795918","1","0.8673469387755102","0.7795918367346939","0.9510204081632652","0.9959183673469388","0.7918367346938775","0.9693877551020408","0.9204081632653062","0.9918367346938776","0.7510204081632653","0.6959183673469388","0.7183673469387755","0.689795918367347","0.936734693877551","0.636734693877551","0.9306122448979592","0.9102040816326532","0.9959183673469388","0.9489795918367347","0.8643877551020409","0.8556122448979592","0.008775510204081738","0.01025641025641038","0.4013058136356281","1","3","3.1206543967280163","6.631416837782341","0.7918367346938775","1","0.7551020408163265","0.946938775510204","1","0.8734693877551021","0.7387755102040816","0.9816326530612244","0.8122448979591836","0.9897959183673468","0.6816326530612244","0.746938775510204","0.6918367346938775","0.6918367346938775","0.8673469387755102","0.710204081632653","0.9285714285714286","0.9489795918367347","1","0.9551020408163264","2.4539877300613497"
"microsoft_Phi-4-mini-instruct_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500","finished","-","","updated","2025-05-16T08:43:58.000Z","189","","false","disguising/model-responses/disguised/stylistic_clustering/microsoft_Phi-4-mini-instruct/temp0.7/microsoft_Phi-4-mini-instruct_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500.csv","stylistic_clustering","disguising/scores","microsoft/Phi-4-mini-instruct","meta-llama/Llama-3.1-8B-Instruct","false","disguising-method-scoring","0.7898989898989899","1","0.8949494949494949","0.7333333333333333","0.9636363636363636","0.991919191919192","0.7252525252525253","0.9777777777777776","0.9656565656565655","0.993939393939394","0.6787878787878788","0.7131313131313132","0.6909090909090909","0.7252525252525253","0.8949494949494949","0.5494949494949495","0.9131313131313132","0.9515151515151516","0.997979797979798","0.8808080808080808","0.8516161616161615","0.855959595959596","-0.004343434343434538","-0.005074345055463998","0.4203444651092904","2","2","3.077935222672065","6.3884381338742395","0.7535353535353535","1","0.8181818181818182","0.9535353535353536","1","0.8242424242424242","0.7111111111111111","0.9797979797979798","0.9313131313131312","0.98989898989899","0.6606060606060606","0.793939393939394","0.7252525252525253","0.7232323232323232","0.8787878787878788","0.6505050505050505","0.8909090909090909","0.9474747474747476","0.997979797979798","0.8888888888888888","2.3087044534412957"
"OpenGVLab_InternVL3-8B_disguised-microsoft_Phi-4-mini-instruct_responses-500","finished","-","","updated","2025-05-16T08:43:53.000Z","350","","false","disguising/model-responses/disguised/stylistic_clustering/OpenGVLab_InternVL3-8B/temp0.7/OpenGVLab_InternVL3-8B_disguised-microsoft_Phi-4-mini-instruct_responses-500.csv","stylistic_clustering","disguising/scores","OpenGVLab/InternVL3-8B","microsoft/Phi-4-mini-instruct","false","disguising-method-scoring","0.7228915662650602","1","0.7610441767068273","0.6987951807228916","0.9457831325301204","0.993975903614458","0.5100401606425703","0.9136546184738956","0.8674698795180723","0.993975903614458","0.5502008032128514","0.8132530120481928","0.5461847389558233","0.6566265060240963","0.9357429718875502","0.6907630522088354","0.8795180722891566","0.9578313253012049","0.9899598393574296","0.9497991967871486","0.8188755020080322","0.8491967871485944","-0.030321285140562204","-0.035705840624261","0.7021591168286133","1","1","3.217303822937626","6.805835010060362","0.7449799196787149","1","0.7309236947791165","0.9417670682730924","0.997991967871486","0.7951807228915663","0.7630522088353414","0.9799196787148594","0.7771084337349398","0.9879518072289156","0.6244979919678715","0.821285140562249","0.6345381526104418","0.6867469879518072","0.9116465863453816","0.7630522088353414","0.931726907630522","0.9477911646586346","0.9879518072289156","0.9558232931726908","2.4064386317907447"
"OpenGVLab_InternVL3-8B_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500","finished","-","","updated","2025-05-16T08:43:31.000Z","244","","false","disguising/model-responses/disguised/stylistic_clustering_resample/OpenGVLab_InternVL3-8B/temp0.7/OpenGVLab_InternVL3-8B_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500.csv","stylistic_clustering_resample","disguising/scores","OpenGVLab/InternVL3-8B","mistralai/Mistral-7B-Instruct-v0.3","false","disguising-method-scoring","0.7811816192560175","1","0.8358862144420132","0.6827133479212254","0.9452954048140044","0.9912472647702408","0.7264770240700219","0.9693654266958424","0.8402625820568927","0.9846827133479212","0.6958424507658644","0.7045951859956237","0.6039387308533917","0.6105032822757112","0.7789934354485777","0.6673960612691466","0.8927789934354485","0.9824945295404814","0.9956236323851204","0.9343544857768052","0.8311816192560176","0.8198030634573306","0.011378555798687072","0.01387962097958092","0.5330475739542608","0","0","3.1192560175054704","6.282275711159738","0.7789934354485777","1","0.6958424507658644","0.9387308533916848","0.9978118161925602","0.8096280087527352","0.7286652078774617","0.9934354485776804","0.75054704595186","0.986870897155361","0.6017505470459519","0.7242888402625821","0.4923413566739606","0.6017505470459519","0.7636761487964989","0.7045951859956237","0.9234135667396062","0.973741794310722","0.986870897155361","0.9431072210065644","2.3654266958424506"
"microsoft_Phi-4-mini-instruct_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500","finished","-","","updated","2025-05-16T08:43:14.000Z","326","","false","disguising/model-responses/disguised/stylistic_clustering_resample/microsoft_Phi-4-mini-instruct/temp0.7/microsoft_Phi-4-mini-instruct_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500.csv","stylistic_clustering_resample","disguising/scores","microsoft/Phi-4-mini-instruct","Qwen/Qwen2.5-VL-7B-Instruct","false","disguising-method-scoring","0.8225806451612904","1","0.9133064516129032","0.7318548387096774","0.9455645161290324","0.9899193548387096","0.75","0.9576612903225806","0.8991935483870968","0.9919354838709676","0.7318548387096774","0.7318548387096774","0.7479838709677419","0.6370967741935484","0.8911290322580645","0.5907258064516129","0.9153225806451613","0.9556451612903226","0.995967741935484","0.9536290322580644","0.8576612903225806","0.8569556451612902","0.000705645161290458","0.0008234325373487054","0.38563778186102793","2","2","3.104040404040404","6.366396761133603","0.7842741935483871","1","0.8245967741935484","0.935483870967742","1","0.8770161290322581","0.7318548387096774","0.9818548387096774","0.905241935483871","0.9899193548387096","0.6491935483870968","0.7721774193548387","0.6713709677419355","0.6129032258064516","0.8568548387096774","0.6975806451612904","0.9375","0.9556451612903226","1","0.9556451612903226","2.397979797979798"
"meta-llama_Llama-3.1-8B-Instruct_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500","finished","-","","updated","2025-05-16T08:42:25.000Z","240","","false","disguising/model-responses/disguised/stylistic_clustering_resample/meta-llama_Llama-3.1-8B-Instruct/temp0.7/meta-llama_Llama-3.1-8B-Instruct_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500.csv","stylistic_clustering_resample","disguising/scores","meta-llama/Llama-3.1-8B-Instruct","Qwen/Qwen2.5-VL-7B-Instruct","false","disguising-method-scoring","0.7871485943775101","1","0.8433734939759037","0.6465863453815262","0.9437751004016064","0.997991967871486","0.8795180722891566","0.9859437751004017","0.8192771084337349","0.993975903614458","0.6767068273092369","0.5803212851405622","0.6405622489959839","0.5943775100401606","0.8995983935742972","0.570281124497992","0.8955823293172691","0.9658634538152612","0.997991967871486","0.9618473895582328","0.8340361445783133","0.8236947791164659","0.010341365461847383","0.01255485129205265","0.5901431823526142","0","3","3.0684104627766597","6.297379032258065","0.7329317269076305","1","0.7590361445783133","0.927710843373494","1","0.8192771084337349","0.6465863453815262","0.9779116465863452","0.9016064257028112","0.9919678714859438","0.5582329317269076","0.7690763052208835","0.5582329317269076","0.5863453815261044","0.8473895582329317","0.6827309236947792","0.8493975903614458","0.9518072289156626","1","0.9136546184738956","2.3380281690140845"
"mistralai_Mistral-7B-Instruct-v0.3_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500","finished","-","","updated","2025-05-16T08:42:06.000Z","317","","false","disguising/model-responses/disguised/stylistic_clustering_resample/mistralai_Mistral-7B-Instruct-v0.3/temp0.7/mistralai_Mistral-7B-Instruct-v0.3_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500.csv","stylistic_clustering_resample","disguising/scores","mistralai/Mistral-7B-Instruct-v0.3","mistralai/Mistral-7B-Instruct-v0.3","false","disguising-method-scoring","0.7991360691144709","0.9978401727861772","0.9546436285097192","0.7300215982721382","0.9438444924406048","0.9956803455723542","0.8293736501079914","0.9892008639308856","0.9870410367170628","0.9913606911447084","0.8207343412526998","0.67170626349892","0.838012958963283","0.6781857451403888","0.8228941684665226","0.673866090712743","0.961123110151188","0.9913606911447084","0.9956803455723542","0.9481641468682506","0.8809935205183586","0.9511879049676024","-0.07019438444924397","-0.07379654859218883","0.4036319451140368","0","0","3.3196544276457884","6.974082073434126","0.8941684665226782","0.9978401727861772","0.9827213822894167","0.9481641468682506","0.9978401727861772","0.956803455723542","0.9287257019438444","1","0.980561555075594","0.9913606911447084","0.9049676025917928","0.9265658747300216","0.9136069114470844","0.8466522678185745","0.9222462203023758","0.8488120950323974","0.9827213822894167","1","1","1","2.626349892008639"
"OpenGVLab_InternVL3-8B_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500","finished","-","","updated","2025-05-16T08:40:53.000Z","167","","false","disguising/model-responses/disguised/stylistic_clustering/OpenGVLab_InternVL3-8B/temp0.7/OpenGVLab_InternVL3-8B_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500.csv","stylistic_clustering","disguising/scores","OpenGVLab/InternVL3-8B","meta-llama/Llama-3.1-8B-Instruct","false","disguising-method-scoring","0.7146529562982005","1","0.8611825192802056","0.44473007712082263","0.948586118251928","1","0.5604113110539846","0.9717223650385604","0.897172236503856","0.9974293059125964","0.6863753213367609","0.7300771208226221","0.7223650385604113","0.7326478149100257","0.9537275064267352","0.5732647814910026","0.8329048843187661","0.9640102827763496","0.9922879177377892","0.532133676092545","0.8057840616966582","0.8415167095115681","-0.035732647814909924","-0.04246219642584378","0.647051292749236","1","1","3.167525773195876","6.622422680412371","0.699228791773779","1","0.6863753213367609","0.9434447300771208","0.9974293059125964","0.7377892030848329","0.7249357326478149","0.9794344473007712","0.7763496143958869","0.9897172236503856","0.6272493573264781","0.8586118251928021","0.6838046272493573","0.7455012853470437","0.9331619537275064","0.7017994858611826","0.9023136246786632","0.9562982005141388","0.987146529562982","0.8997429305912596","2.311855670103093"
"microsoft_Phi-4-mini-instruct_disguised-OpenGVLab_InternVL3-8B_responses-500","finished","-","","updated","2025-05-16T08:40:43.000Z","183","","false","disguising/model-responses/disguised/stylistic_clustering/microsoft_Phi-4-mini-instruct/temp0.7/microsoft_Phi-4-mini-instruct_disguised-OpenGVLab_InternVL3-8B_responses-500.csv","stylistic_clustering","disguising/scores","microsoft/Phi-4-mini-instruct","OpenGVLab/InternVL3-8B","false","disguising-method-scoring","0.8209255533199196","1","0.8672032193158954","0.772635814889336","0.937625754527163","0.9959758551307848","0.7525150905432596","0.9859154929577464","0.869215291750503","0.9879275653923542","0.6519114688128773","0.7283702213279678","0.6539235412474849","0.647887323943662","0.9476861167002012","0.6016096579476862","0.9537223340040242","0.9678068410462776","0.9859154929577464","0.9496981891348087","0.8539235412474848","0.8569416498993965","-0.003018108651911655","-0.0035219535102138824","0.4221407871936256","2","1","3.1471774193548385","6.610887096774194","0.7806841046277666","1","0.8189134808853119","0.9336016096579476","0.9979879275653925","0.8108651911468813","0.7565392354124748","0.9798792756539236","0.869215291750503","0.9899396378269618","0.6197183098591549","0.8088531187122736","0.6800804828973843","0.6740442655935613","0.8873239436619719","0.6901408450704225","0.9476861167002012","0.9496981891348087","0.9879275653923542","0.9557344064386318","2.3951612903225805"
"meta-llama_Llama-3.1-8B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500","finished","-","","updated","2025-05-16T08:39:20.000Z","240","","false","disguising/model-responses/disguised/stylistic_clustering/meta-llama_Llama-3.1-8B-Instruct/temp0.7/meta-llama_Llama-3.1-8B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500.csv","stylistic_clustering","disguising/scores","meta-llama/Llama-3.1-8B-Instruct","microsoft/Phi-4-mini-instruct","false","disguising-method-scoring","0.7983870967741935","1","0.8911290322580645","0.7096774193548387","0.9536290322580644","1","0.8508064516129032","0.9838709677419356","0.9153225806451613","0.9939516129032258","0.7479838709677419","0.6814516129032258","0.7016129032258065","0.6612903225806451","0.939516129032258","0.6008064516129032","0.8689516129032258","0.9475806451612904","0.997983870967742","0.9233870967741936","0.8583669354838708","0.8384072580645162","0.01995967741935456","0.02380666105566878","0.5765931579412686","1","1","3.152217741935484","6.6878787878787875","0.7338709677419355","1","0.7782258064516129","0.939516129032258","1","0.8145161290322581","0.6471774193548387","0.9798387096774194","0.933467741935484","0.9919354838709676","0.6290322580645161","0.7903225806451613","0.6310483870967742","0.6673387096774194","0.8830645161290323","0.6754032258064516","0.842741935483871","0.941532258064516","1","0.8891129032258065","2.434475806451613"
"meta-llama_Llama-3.1-8B-Instruct_disguised-OpenGVLab_InternVL3-8B_responses-500","finished","-","","updated","2025-05-16T08:38:49.000Z","203","","false","disguising/model-responses/disguised/stylistic_clustering_resample/meta-llama_Llama-3.1-8B-Instruct/temp0.7/meta-llama_Llama-3.1-8B-Instruct_disguised-OpenGVLab_InternVL3-8B_responses-500.csv","stylistic_clustering_resample","disguising/scores","meta-llama/Llama-3.1-8B-Instruct","OpenGVLab/InternVL3-8B","false","disguising-method-scoring","0.7693877551020408","0.9979591836734694","0.7346938775510204","0.6673469387755102","0.9428571428571428","0.9979591836734694","0.789795918367347","0.9816326530612244","0.6387755102040816","0.9918367346938776","0.573469387755102","0.6857142857142857","0.48367346938775513","0.5653061224489796","0.9571428571428572","0.5877551020408164","0.8816326530612245","0.9775510204081632","0.9897959183673468","0.9551020408163264","0.808469387755102","0.830204081632653","-0.021734693877551003","-0.026179941002949833","0.6830432915786014","0","3","3.0122699386503067","6.177254098360656","0.7428571428571429","1","0.7591836734693878","0.9244897959183672","0.9979591836734694","0.7591836734693878","0.6673469387755102","0.9857142857142858","0.8734693877551021","0.9918367346938776","0.5714285714285714","0.8224489795918367","0.5877551020408164","0.6346938775510204","0.8877551020408163","0.6877551020408164","0.8653061224489796","0.9551020408163264","0.9897959183673468","0.9","2.18200408997955"
"mistralai_Mistral-7B-Instruct-v0.3_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500","finished","-","","updated","2025-05-16T08:38:31.000Z","203","","false","disguising/model-responses/disguised/stylistic_clustering_resample/mistralai_Mistral-7B-Instruct-v0.3/temp0.7/mistralai_Mistral-7B-Instruct-v0.3_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500.csv","stylistic_clustering_resample","disguising/scores","mistralai/Mistral-7B-Instruct-v0.3","Qwen/Qwen2.5-VL-7B-Instruct","false","disguising-method-scoring","0.8279352226720648","1","0.9210526315789472","0.7165991902834008","0.9473684210526316","0.9979757085020244","0.8441295546558705","0.9898785425101214","0.902834008097166","0.9919028340080972","0.7206477732793523","0.6093117408906883","0.7125506072874493","0.6234817813765182","0.8319838056680162","0.5951417004048583","0.9352226720647774","0.9615384615384616","1","0.95748987854251","0.8543522267206477","0.849493927125506","0.004858299595141724","0.005719051590611252","0.4957784452935564","0","4","3.1460446247464504","6.5010183299389","0.7834008097165992","0.9979757085020244","0.9210526315789472","0.9412955465587044","0.9979757085020244","0.8481781376518218","0.7004048582995951","0.9878542510121456","0.9048582995951416","0.9838056680161944","0.680161943319838","0.7307692307692307","0.7246963562753036","0.6012145748987854","0.7004048582995951","0.6538461538461539","0.9291497975708504","0.9595141700404858","0.9959514170040484","0.9473684210526316","2.4279918864097363"
"microsoft_Phi-4-mini-instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500","finished","-","","updated","2025-05-16T08:38:18.000Z","284","","false","disguising/model-responses/disguised/stylistic_clustering_resample/microsoft_Phi-4-mini-instruct/temp0.7/microsoft_Phi-4-mini-instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500.csv","stylistic_clustering_resample","disguising/scores","microsoft/Phi-4-mini-instruct","mistralai/Mistral-7B-Instruct-v0.3","false","disguising-method-scoring","0.778969957081545","1","0.9549356223175964","0.7467811158798283","0.9549356223175964","0.9914163090128756","0.7832618025751072","0.9785407725321889","0.9699570815450644","0.9957081545064378","0.7875536480686696","0.6652360515021459","0.759656652360515","0.6201716738197425","0.796137339055794","0.6394849785407726","0.927038626609442","0.9549356223175964","0.9957081545064378","0.94206008583691","0.8621244635193133","0.850107296137339","0.012017167381974224","0.014136059573393887","0.24963211877134325","1","0","3.086909871244635","6.353004291845494","0.7896995708154506","1","0.8412017167381974","0.94206008583691","1","0.8283261802575107","0.7103004291845494","0.98068669527897","0.9356223175965666","0.9935622317596566","0.7188841201716738","0.7124463519313304","0.6072961373390557","0.648068669527897","0.7811158798283262","0.7081545064377682","0.9227467811158798","0.946351931330472","0.9957081545064378","0.9399141630901288","2.4817596566523603"
"microsoft_Phi-4-mini-instruct_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500","finished","-","","updated","2025-05-16T08:36:42.000Z","229","","false","disguising/model-responses/disguised/stylistic_clustering/microsoft_Phi-4-mini-instruct/temp0.7/microsoft_Phi-4-mini-instruct_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500.csv","stylistic_clustering","disguising/scores","microsoft/Phi-4-mini-instruct","Qwen/Qwen2.5-VL-7B-Instruct","false","disguising-method-scoring","0.7681451612903226","1","0.8850806451612904","0.719758064516129","0.939516129032258","0.9919354838709676","0.75","0.9616935483870968","0.9032258064516128","0.9879032258064516","0.7217741935483871","0.7399193548387096","0.7116935483870968","0.6330645161290323","0.8790322580645161","0.657258064516129","0.933467741935484","0.9657258064516128","0.995967741935484","0.967741935483871","0.8556451612903226","0.8565524193548386","-0.00090725806451597","-0.001059197363775265","0.4242591223119979","3","3","3.094949494949495","6.448275862068965","0.7842741935483871","1","0.8245967741935484","0.935483870967742","1","0.875","0.7318548387096774","0.9818548387096774","0.905241935483871","0.9899193548387096","0.6471774193548387","0.7741935483870968","0.6693548387096774","0.6108870967741935","0.8568548387096774","0.6975806451612904","0.935483870967742","0.9556451612903226","0.997983870967742","0.9576612903225806","2.414141414141414"
"OpenGVLab_InternVL3-8B_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500","finished","-","","updated","2025-05-16T08:36:39.000Z","242","","false","disguising/model-responses/disguised/stylistic_clustering/OpenGVLab_InternVL3-8B/temp0.7/OpenGVLab_InternVL3-8B_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500.csv","stylistic_clustering","disguising/scores","OpenGVLab/InternVL3-8B","Qwen/Qwen2.5-VL-7B-Instruct","false","disguising-method-scoring","0.779559118236473","1","0.9158316633266532","0.655310621242485","0.9478957915831664","0.9559118236472944","0.5851703406813628","0.9839679358717436","0.8837675350701403","0.995991983967936","0.7234468937875751","0.7394789579158316","0.4088176352705411","0.5170340681362725","0.9278557114228456","0.5070140280561122","0.6112224448897795","0.9519038076152304","1","0.9719438877755512","0.8031062124248498","0.8378757515030062","-0.034769539078156386","-0.04149724946185131","0.52557955469178","0","3","2.924698795180723","5.061491935483871","0.7575150300601202","1","0.6973947895791583","0.9298597194388778","0.997995991983968","0.8136272545090181","0.7434869739478958","0.9939879759519038","0.8016032064128257","0.9879759519038076","0.5671342685370742","0.7915831663326653","0.5711422845691383","0.5951903807615231","0.9118236472945892","0.7535070140280561","0.9278557114228456","0.9559118236472944","0.9879759519038076","0.9719438877755512","1.8022088353413657"
"mistralai_Mistral-7B-Instruct-v0.3_disguised-OpenGVLab_InternVL3-8B_responses-500","finished","-","","updated","2025-05-16T08:35:06.000Z","192","","false","disguising/model-responses/disguised/stylistic_clustering_resample/mistralai_Mistral-7B-Instruct-v0.3/temp0.7/mistralai_Mistral-7B-Instruct-v0.3_disguised-OpenGVLab_InternVL3-8B_responses-500.csv","stylistic_clustering_resample","disguising/scores","mistralai/Mistral-7B-Instruct-v0.3","OpenGVLab/InternVL3-8B","false","disguising-method-scoring","0.8004032258064516","1","0.8709677419354839","0.7237903225806451","0.941532258064516","0.9939516129032258","0.7782258064516129","0.9899193548387096","0.8729838709677419","0.9858870967741936","0.6491935483870968","0.6693548387096774","0.6189516129032258","0.6169354838709677","0.907258064516129","0.5725806451612904","0.9435483870967742","0.9778225806451613","0.9899193548387096","0.9536290322580644","0.842842741935484","0.8406250000000002","0.0022177419354838523","0.002638206019906441","0.5406228622461251","1","2","3.1733870967741935","6.661943319838056","0.7943548387096774","0.997983870967742","0.8931451612903226","0.941532258064516","1","0.8145161290322581","0.7116935483870968","0.9939516129032258","0.8790322580645161","0.9838709677419356","0.655241935483871","0.7237903225806451","0.655241935483871","0.594758064516129","0.6975806451612904","0.6270161290322581","0.9435483870967742","0.9758064516129032","0.9899193548387096","0.939516129032258","2.405241935483871"
"meta-llama_Llama-3.1-8B-Instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500","finished","-","","updated","2025-05-16T08:34:50.000Z","258","","false","disguising/model-responses/disguised/stylistic_clustering/meta-llama_Llama-3.1-8B-Instruct/temp0.7/meta-llama_Llama-3.1-8B-Instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500.csv","stylistic_clustering","disguising/scores","meta-llama/Llama-3.1-8B-Instruct","mistralai/Mistral-7B-Instruct-v0.3","false","disguising-method-scoring","0.781563126252505","1","0.9278557114228456","0.6953907815631263","0.9478957915831664","1","0.8196392785571143","0.9779559118236472","0.9498997995991983","0.9899799599198396","0.7474949899799599","0.5711422845691383","0.7555110220440882","0.6392785571142284","0.7695390781563126","0.625250501002004","0.9158316633266532","0.9799599198396792","0.995991983967936","0.9258517034068136","0.8508016032064127","0.821743486973948","0.029058116232464792","0.035361541275454045","0.4935071176382496","0","0","3.0781563126252505","6.1062124248497","0.7675350701402806","1","0.7735470941883767","0.9278557114228456","1","0.7715430861723447","0.655310621242485","0.9819639278557114","0.9478957915831664","0.9879759519038076","0.6232464929859719","0.7414829659318637","0.48296593186372744","0.6292585170340681","0.749498997995992","0.6893787575150301","0.8517034068136272","0.9679358717434868","0.995991983967936","0.8897795591182365","2.288577154308617"
"meta-llama_Llama-3.1-8B-Instruct_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500","finished","-","","updated","2025-05-16T08:34:32.000Z","244","","false","disguising/model-responses/disguised/stylistic_clustering_resample/meta-llama_Llama-3.1-8B-Instruct/temp0.7/meta-llama_Llama-3.1-8B-Instruct_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500.csv","stylistic_clustering_resample","disguising/scores","meta-llama/Llama-3.1-8B-Instruct","meta-llama/Llama-3.1-8B-Instruct","false","disguising-method-scoring","0.7545271629778671","1","0.7987927565392354","0.6841046277665996","0.9557344064386318","1","0.9476861167002012","0.9859154929577464","0.8611670020120724","0.9959758551307848","0.635814889336016","0.6297786720321932","0.5774647887323944","0.6841046277665996","0.9255533199195172","0.5754527162977867","0.8611670020120724","0.9678068410462776","1","0.9074446680080482","0.8374245472837021","0.9193158953722332","-0.08189134808853127","-0.08907857299190204","0.6446584386917682","0","3","3.0463709677419355","6.3262626262626265","0.8531187122736419","1","0.8370221327967807","0.9456740442655936","1","0.9195171026156942","0.8651911468812877","1","0.9678068410462776","0.9919517102615694","0.7585513078470825","0.903420523138833","0.8249496981891348","0.8551307847082495","0.9476861167002012","0.7867203219315896","0.9295774647887324","1","1","1","2.288306451612903"
